,accuracy,level,L2Norm,RMSerror,grid_points,adaptive,train_data
0,0.0236980046511,4,1.68634532588,0.0422852241342,1519,Level: 4 adaptive: 0,600
0,0.0236980046511,4,1.68634532588,0.0422852241342,1519,Level: 4 adaptive: 1,600
0,0.0210611867997,1,1.7171389437,0.0443367032464,1,Level: 1 adaptive: 0,700
0,0.0210611867997,1,1.7171389437,0.0443367032464,1,Level: 1 adaptive: 1,700
0,0.00540261194071,2,0.869692860555,0.008900814203,19,Level: 2 adaptive: 0,700
0,0.00540261194071,2,0.869692860555,0.008900814203,19,Level: 2 adaptive: 1,700
0,0.00545875940775,3,0.87420038726,0.00834327821098,199,Level: 3 adaptive: 0,700
0,0.00545875940775,3,0.87420038726,0.00834327821098,199,Level: 3 adaptive: 1,700
0,0.038300869475,4,2.31562555835,0.0726999530333,1519,Level: 4 adaptive: 0,700
0,0.038300869475,4,2.31562555835,0.0726999530333,1519,Level: 4 adaptive: 1,700
0,0.0211568660181,1,1.83986373487,0.0583661719963,1,Level: 1 adaptive: 0,800
0,0.0211568660181,1,1.83986373487,0.0583661719963,1,Level: 1 adaptive: 1,800
0,0.00588468431232,2,0.97033473089,0.0120785691994,19,Level: 2 adaptive: 0,800
0,0.00588468431232,2,0.97033473089,0.0120785691994,19,Level: 2 adaptive: 1,800
0,0.00484325378114,3,0.880295748588,0.00819974398016,199,Level: 3 adaptive: 0,800
0,0.00484325378114,3,0.880295748588,0.00819974398016,199,Level: 3 adaptive: 1,800
0,0.0602648202446,4,3.10521677812,0.166308573499,1519,Level: 4 adaptive: 0,800
0,0.0602648202446,4,3.10521677812,0.166308573499,1519,Level: 4 adaptive: 1,800
0,0.0156271689263,1,1.67716737589,0.0330442736496,1,Level: 1 adaptive: 0,900
0,0.0156271689263,1,1.67716737589,0.0330442736496,1,Level: 1 adaptive: 1,900
0,0.00512543652078,2,0.960509538599,0.00855213261924,19,Level: 2 adaptive: 0,900
0,0.00512543652078,2,0.960509538599,0.00855213261924,19,Level: 2 adaptive: 1,900
0,0.0050894565757,3,0.957132270706,0.00929467544067,199,Level: 3 adaptive: 0,900
0,0.0050894565757,3,0.957132270706,0.00929467544067,199,Level: 3 adaptive: 1,900
0,0.106852562155,4,4.38559701613,0.364032886211,1519,Level: 4 adaptive: 0,900
0,0.106852562155,4,4.38559701613,0.364032886211,1519,Level: 4 adaptive: 1,900
0,0.0204226361128,1,2.02102133154,0.0483360819904,1,Level: 1 adaptive: 0,1000
0,0.0204226361128,1,2.02102133154,0.0483360819904,1,Level: 1 adaptive: 1,1000
0,0.00470691366659,2,0.970248799699,0.0106136044015,19,Level: 2 adaptive: 0,1000
0,0.00470691366659,2,0.970248799699,0.0106136044015,19,Level: 2 adaptive: 1,1000
0,0.00410606652312,3,0.906208201587,0.00739994961477,199,Level: 3 adaptive: 0,1000
0,0.00410606652312,3,0.906208201587,0.00739994961477,199,Level: 3 adaptive: 1,1000
0,0.0958500071984,4,4.37835602021,0.336402474206,1519,Level: 4 adaptive: 0,1000
0,0.0958500071984,4,4.37835602021,0.336402474206,1519,Level: 4 adaptive: 1,1000
0,0.0255337966577,1,2.37011292235,0.0628110292485,1,Level: 1 adaptive: 0,1100
0,0.0255337966577,1,2.37011292235,0.0628110292485,1,Level: 1 adaptive: 1,1100
0,0.00690024590653,2,1.23209338097,0.0159812653326,19,Level: 2 adaptive: 0,1100
0,0.00690024590653,2,1.23209338097,0.0159812653326,19,Level: 2 adaptive: 1,1100
0,0.00464712100642,3,1.01112146719,0.0111464085682,199,Level: 3 adaptive: 0,1100
0,0.00464712100642,3,1.01112146719,0.0111464085682,199,Level: 3 adaptive: 1,1100
0,0.108707370041,4,4.89036004901,0.249471700947,1519,Level: 4 adaptive: 0,1100
0,0.108707370041,4,4.89036004901,0.249471700947,1519,Level: 4 adaptive: 1,1100
0,0.0225450282425,1,2.32611409398,0.0549141849691,1,Level: 1 adaptive: 0,1200
0,0.0225450282425,1,2.32611409398,0.0549141849691,1,Level: 1 adaptive: 1,1200
0,0.00510260219547,2,1.10662754661,0.0111195304011,19,Level: 2 adaptive: 0,1200
0,0.00510260219547,2,1.10662754661,0.0111195304011,19,Level: 2 adaptive: 1,1200
0,0.00462293638524,3,1.05333030549,0.00758753343068,199,Level: 3 adaptive: 0,1200
0,0.00462293638524,3,1.05333030549,0.00758753343068,199,Level: 3 adaptive: 1,1200
0,0.0562457851709,4,3.67409695585,0.13810636394,1519,Level: 4 adaptive: 0,1200
0,0.0562457851709,4,3.67409695585,0.13810636394,1519,Level: 4 adaptive: 1,1200
0,0.0202372427774,1,2.29383589695,0.0497903544163,1,Level: 1 adaptive: 0,1300
0,0.0202372427774,1,2.29383589695,0.0497903544163,1,Level: 1 adaptive: 1,1300
0,0.00602394263313,2,1.25148914682,0.0123548283328,19,Level: 2 adaptive: 0,1300
0,0.00602394263313,2,1.25148914682,0.0123548283328,19,Level: 2 adaptive: 1,1300
0,0.00413968467286,3,1.03745747621,0.00750032823386,199,Level: 3 adaptive: 0,1300
0,0.00413968467286,3,1.03745747621,0.00750032823386,199,Level: 3 adaptive: 1,1300
0,0.0738150971501,4,4.38085896361,0.688243419449,1519,Level: 4 adaptive: 0,1300
0,0.0738150971501,4,4.38085896361,0.688243419449,1519,Level: 4 adaptive: 1,1300
0,0.0192200926166,1,2.31983316914,0.0467648718653,1,Level: 1 adaptive: 0,1400
0,0.0192200926166,1,2.31983316914,0.0467648718653,1,Level: 1 adaptive: 1,1400
0,0.00533478730963,2,1.22218674788,0.0109152089372,19,Level: 2 adaptive: 0,1400
0,0.00533478730963,2,1.22218674788,0.0109152089372,19,Level: 2 adaptive: 1,1400
0,0.00470684588789,3,1.14800559607,0.00795605697681,199,Level: 3 adaptive: 0,1400
0,0.00470684588789,3,1.14800559607,0.00795605697681,199,Level: 3 adaptive: 1,1400
0,0.0369992484985,4,3.2186627005,0.154355994049,1519,Level: 4 adaptive: 0,1400
0,0.0369992484985,4,3.2186627005,0.154355994049,1519,Level: 4 adaptive: 1,1400
0,0.0210458122488,1,2.5127163936,0.0475642206563,1,Level: 1 adaptive: 0,1500
0,0.0210458122488,1,2.5127163936,0.0475642206563,1,Level: 1 adaptive: 1,1500
0,0.00506692334368,2,1.23291402908,0.0094429579054,19,Level: 2 adaptive: 0,1500
0,0.00506692334368,2,1.23291402908,0.0094429579054,19,Level: 2 adaptive: 1,1500
0,0.00369132454956,3,1.05232949444,0.00648590884085,199,Level: 3 adaptive: 0,1500
0,0.00369132454956,3,1.05232949444,0.00648590884085,199,Level: 3 adaptive: 1,1500
0,0.0251057153864,4,2.74439694941,0.07857206105,1519,Level: 4 adaptive: 0,1500
0,0.0251057153864,4,2.74439694941,0.07857206105,1519,Level: 4 adaptive: 1,1500
0,0.0414167859657,1,0.910129506892,0.103352716354,1,Level: 1 adaptive: 0,100
0,0.0414167859657,1,0.910129506892,0.103352716354,1,Level: 1 adaptive: 1,100
0,0.0108385272343,2,0.465586237648,0.0258182451901,19,Level: 2 adaptive: 0,100
0,0.0108385272343,2,0.465586237648,0.0258182451901,19,Level: 2 adaptive: 1,100
0,0.0296496940255,3,0.770060958958,0.048254251627,199,Level: 3 adaptive: 0,100
0,0.0296496940255,3,0.770060958958,0.048254251627,199,Level: 3 adaptive: 1,100
0,0.0117965785274,4,0.485727877055,0.0165631594377,1519,Level: 4 adaptive: 0,100
0,0.0117965785274,4,0.485727877055,0.0165631594377,1519,Level: 4 adaptive: 1,100
0,0.0192036166465,1,0.876438626408,0.0312285550884,1,Level: 1 adaptive: 0,200
0,0.0192036166465,1,0.876438626408,0.0312285550884,1,Level: 1 adaptive: 1,200
0,0.00499794857067,2,0.447121843379,0.0102591618628,19,Level: 2 adaptive: 0,200
0,0.00499794857067,2,0.447121843379,0.0102591618628,19,Level: 2 adaptive: 1,200
0,0.0850790290325,3,1.84476588252,0.146027273331,199,Level: 3 adaptive: 0,200
0,0.0850790290325,3,1.84476588252,0.146027273331,199,Level: 3 adaptive: 1,200
0,0.0137699556091,4,0.742157816347,0.0239770692406,1519,Level: 4 adaptive: 0,200
0,0.0137699556091,4,0.742157816347,0.0239770692406,1519,Level: 4 adaptive: 1,200
0,0.0173644868318,1,1.02071994686,0.0294652986872,1,Level: 1 adaptive: 0,300
0,0.0173644868318,1,1.02071994686,0.0294652986872,1,Level: 1 adaptive: 1,300
0,0.00514610950124,2,0.55566767953,0.0095116168854,19,Level: 2 adaptive: 0,300
0,0.00514610950124,2,0.55566767953,0.0095116168854,19,Level: 2 adaptive: 1,300
0,0.00967700770041,3,0.761984554978,0.0162605199629,199,Level: 3 adaptive: 0,300
0,0.00967700770041,3,0.761984554978,0.0162605199629,199,Level: 3 adaptive: 1,300
0,0.016169792344,4,0.984980984914,0.0330064253406,1519,Level: 4 adaptive: 0,300
0,0.016169792344,4,0.984980984914,0.0330064253406,1519,Level: 4 adaptive: 1,300
0,0.0192259819335,1,1.24019295058,0.032747779469,1,Level: 1 adaptive: 0,400
0,0.0192259819335,1,1.24019295058,0.032747779469,1,Level: 1 adaptive: 1,400
0,0.00350705516957,2,0.529683314411,0.00592397966802,19,Level: 2 adaptive: 0,400
0,0.00350705516957,2,0.529683314411,0.00592397966802,19,Level: 2 adaptive: 1,400
0,0.00537541868131,3,0.655769391253,0.00859982738416,199,Level: 3 adaptive: 0,400
0,0.00537541868131,3,0.655769391253,0.00859982738416,199,Level: 3 adaptive: 1,400
0,0.0251703627275,4,1.41902396675,0.0519998476524,1519,Level: 4 adaptive: 0,400
0,0.0251703627275,4,1.41902396675,0.0519998476524,1519,Level: 4 adaptive: 1,400
0,0.0174191009467,1,1.31981441675,0.0346515759215,1,Level: 1 adaptive: 0,500
0,0.0174191009467,1,1.31981441675,0.0346515759215,1,Level: 1 adaptive: 1,500
0,0.00447210843695,2,0.668738247519,0.00815409641563,19,Level: 2 adaptive: 0,500
0,0.00447210843695,2,0.668738247519,0.00815409641563,19,Level: 2 adaptive: 1,500
0,0.0053952724317,3,0.734525182121,0.00844815077306,199,Level: 3 adaptive: 0,500
0,0.0053952724317,3,0.734525182121,0.00844815077306,199,Level: 3 adaptive: 1,500
0,0.0197775671475,4,1.40632738534,0.0352652736029,1519,Level: 4 adaptive: 0,500
0,0.0197775671475,4,1.40632738534,0.0352652736029,1519,Level: 4 adaptive: 1,500
0,0.0149120090569,1,1.33769992406,0.0229713519064,1,Level: 1 adaptive: 0,600
0,0.0149120090569,1,1.33769992406,0.0229713519064,1,Level: 1 adaptive: 1,600
0,0.00573308008887,2,0.829439335132,0.010280413094,19,Level: 2 adaptive: 0,600
0,0.00573308008887,2,0.829439335132,0.010280413094,19,Level: 2 adaptive: 1,600
0,0.00591862430429,3,0.842754363095,0.0116285066368,199,Level: 3 adaptive: 0,600
0,0.00591862430429,3,0.842754363095,0.0116285066368,199,Level: 3 adaptive: 1,600
0,0.0265192564083,4,1.78390323981,0.0452133058274,1519,Level: 4 adaptive: 0,600
0,0.0265192564083,4,1.78390323981,0.0452133058274,1519,Level: 4 adaptive: 1,600
0,0.0244029954455,1,1.84835585383,0.0521628550718,1,Level: 1 adaptive: 0,700
0,0.0244029954455,1,1.84835585383,0.0521628550718,1,Level: 1 adaptive: 1,700
0,0.00590783095901,2,0.909448368112,0.0105547091022,19,Level: 2 adaptive: 0,700
0,0.00590783095901,2,0.909448368112,0.0105547091022,19,Level: 2 adaptive: 1,700
0,0.00551587143323,3,0.878761629028,0.0105277888155,199,Level: 3 adaptive: 0,700
0,0.00551587143323,3,0.878761629028,0.0105277888155,199,Level: 3 adaptive: 1,700
0,0.0521832692291,4,2.70289801733,0.119814890765,1519,Level: 4 adaptive: 0,700
0,0.0521832692291,4,2.70289801733,0.119814890765,1519,Level: 4 adaptive: 1,700
0,0.0157296619217,1,1.58642551274,0.0261706992856,1,Level: 1 adaptive: 0,800
0,0.0157296619217,1,1.58642551274,0.0261706992856,1,Level: 1 adaptive: 1,800
0,0.00504093456839,2,0.898081026936,0.00963254132096,19,Level: 2 adaptive: 0,800
0,0.00504093456839,2,0.898081026936,0.00963254132096,19,Level: 2 adaptive: 1,800
0,0.00481837174072,3,0.878031593119,0.0090982532024,199,Level: 3 adaptive: 0,800
0,0.00481837174072,3,0.878031593119,0.0090982532024,199,Level: 3 adaptive: 1,800
0,0.0399289085048,4,2.52757301789,0.0844345770481,1519,Level: 4 adaptive: 0,800
0,0.0399289085048,4,2.52757301789,0.0844345770481,1519,Level: 4 adaptive: 1,800
0,0.0205533144988,1,1.92343354701,0.0417485240145,1,Level: 1 adaptive: 0,900
0,0.0205533144988,1,1.92343354701,0.0417485240145,1,Level: 1 adaptive: 1,900
0,0.00595612746622,2,1.03542404063,0.0119798612159,19,Level: 2 adaptive: 0,900
0,0.00595612746622,2,1.03542404063,0.0119798612159,19,Level: 2 adaptive: 1,900
0,0.00574523775104,3,1.01692811702,0.012373356236,199,Level: 3 adaptive: 0,900
0,0.00574523775104,3,1.01692811702,0.012373356236,199,Level: 3 adaptive: 1,900
0,0.0831162894637,4,3.86793641409,0.17617780878,1519,Level: 4 adaptive: 0,900
0,0.0831162894637,4,3.86793641409,0.17617780878,1519,Level: 4 adaptive: 1,900
0,0.0162762858255,1,1.80423312382,0.0282222219772,1,Level: 1 adaptive: 0,1000
0,0.0162762858255,1,1.80423312382,0.0282222219772,1,Level: 1 adaptive: 1,1000
0,0.00604546084221,2,1.09958727186,0.0135818519289,19,Level: 2 adaptive: 0,1000
0,0.00604546084221,2,1.09958727186,0.0135818519289,19,Level: 2 adaptive: 1,1000
0,0.00485062462301,3,0.984949198996,0.0110748437551,199,Level: 3 adaptive: 0,1000
0,0.00485062462301,3,0.984949198996,0.0110748437551,199,Level: 3 adaptive: 1,1000
0,0.0892101147353,4,4.2239818829,0.298726592823,1519,Level: 4 adaptive: 0,1000
0,0.0892101147353,4,4.2239818829,0.298726592823,1519,Level: 4 adaptive: 1,1000
0,0.0219700016533,1,2.19849957101,0.0468333223558,1,Level: 1 adaptive: 0,1100
0,0.0219700016533,1,2.19849957101,0.0468333223558,1,Level: 1 adaptive: 1,1100
0,0.00551710078483,2,1.10170875129,0.0101669545717,19,Level: 2 adaptive: 0,1100
0,0.00551710078483,2,1.10170875129,0.0101669545717,19,Level: 2 adaptive: 1,1100
0,0.00427269327364,3,0.969532114063,0.00824019851698,199,Level: 3 adaptive: 0,1100
0,0.00427269327364,3,0.969532114063,0.00824019851698,199,Level: 3 adaptive: 1,1100
0,0.0662138835758,4,3.81668106955,0.145262392481,1519,Level: 4 adaptive: 0,1100
0,0.0662138835758,4,3.81668106955,0.145262392481,1519,Level: 4 adaptive: 1,1100
0,0.0271816467449,1,2.55413296811,0.0630563706459,1,Level: 1 adaptive: 0,1200
0,0.0271816467449,1,2.55413296811,0.0630563706459,1,Level: 1 adaptive: 1,1200
0,0.00579114822199,2,1.17892984239,0.0133665171153,19,Level: 2 adaptive: 0,1200
0,0.00579114822199,2,1.17892984239,0.0133665171153,19,Level: 2 adaptive: 1,1200
0,0.00463907955238,3,1.05516780304,0.00816497242272,199,Level: 3 adaptive: 0,1200
0,0.00463907955238,3,1.05516780304,0.00816497242272,199,Level: 3 adaptive: 1,1200
0,0.0512938892797,4,3.50863697568,0.11706205413,1519,Level: 4 adaptive: 0,1200
0,0.0512938892797,4,3.50863697568,0.11706205413,1519,Level: 4 adaptive: 1,1200
0,0.023070970313,1,2.44917379567,0.0524034600382,1,Level: 1 adaptive: 0,1300
0,0.023070970313,1,2.44917379567,0.0524034600382,1,Level: 1 adaptive: 1,1300
0,0.00502079913111,2,1.14254442981,0.0114837769491,19,Level: 2 adaptive: 0,1300
0,0.00502079913111,2,1.14254442981,0.0114837769491,19,Level: 2 adaptive: 1,1300
0,0.00428721977525,3,1.05578271513,0.00754771625488,199,Level: 3 adaptive: 0,1300
0,0.00428721977525,3,1.05578271513,0.00754771625488,199,Level: 3 adaptive: 1,1300
0,0.0315011063004,4,2.86186785825,0.0699659657825,1519,Level: 4 adaptive: 0,1300
0,0.0315011063004,4,2.86186785825,0.0699659657825,1519,Level: 4 adaptive: 1,1300
0,0.0197544024159,1,2.35185728233,0.0456001306999,1,Level: 1 adaptive: 0,1400
0,0.0197544024159,1,2.35185728233,0.0456001306999,1,Level: 1 adaptive: 1,1400
0,0.0053961283811,2,1.22919320967,0.0101940809061,19,Level: 2 adaptive: 0,1400
0,0.0053961283811,2,1.22919320967,0.0101940809061,19,Level: 2 adaptive: 1,1400
0,0.00511871579549,3,1.19718019644,0.00888713058928,199,Level: 3 adaptive: 0,1400
0,0.00511871579549,3,1.19718019644,0.00888713058928,199,Level: 3 adaptive: 1,1400
0,0.032268111002,4,3.00583949681,0.108787185995,1519,Level: 4 adaptive: 0,1400
0,0.032268111002,4,3.00583949681,0.108787185995,1519,Level: 4 adaptive: 1,1400
0,0.0256821216352,1,2.77572269699,0.0689733990517,1,Level: 1 adaptive: 0,1500
0,0.0256821216352,1,2.77572269699,0.0689733990517,1,Level: 1 adaptive: 1,1500
0,0.00662261828519,2,1.40953378305,0.0147897745202,19,Level: 2 adaptive: 0,1500
0,0.00662261828519,2,1.40953378305,0.0147897745202,19,Level: 2 adaptive: 1,1500
0,0.00458971047301,3,1.17341942284,0.00792227846066,199,Level: 3 adaptive: 0,1500
0,0.00458971047301,3,1.17341942284,0.00792227846066,199,Level: 3 adaptive: 1,1500
0,0.0290515515418,4,2.95219671813,0.0974799945458,1519,Level: 4 adaptive: 0,1500
0,0.0290515515418,4,2.95219671813,0.0974799945458,1519,Level: 4 adaptive: 1,1500
0,0.0238517217624,1,0.690676795069,0.0406057206747,1,Level: 1 adaptive: 0,100
0,0.0238517217624,1,0.690676795069,0.0406057206747,1,Level: 1 adaptive: 1,100
0,0.00778263378539,2,0.394528421926,0.0115255553199,19,Level: 2 adaptive: 0,100
0,0.00778263378539,2,0.394528421926,0.0115255553199,19,Level: 2 adaptive: 1,100
0,0.0275938206059,3,0.742883848336,0.0373601325479,199,Level: 3 adaptive: 0,100
0,0.0275938206059,3,0.742883848336,0.0373601325479,199,Level: 3 adaptive: 1,100
0,0.0243081466683,4,0.697253851454,0.0354819153634,1519,Level: 4 adaptive: 0,100
0,0.0243081466683,4,0.697253851454,0.0354819153634,1519,Level: 4 adaptive: 1,100
0,0.0189072572599,1,0.869649521588,0.0362045741016,1,Level: 1 adaptive: 0,200
0,0.0189072572599,1,0.869649521588,0.0362045741016,1,Level: 1 adaptive: 1,200
0,0.00394908366875,2,0.397446029984,0.00652992512842,19,Level: 2 adaptive: 0,200
0,0.00394908366875,2,0.397446029984,0.00652992512842,19,Level: 2 adaptive: 1,200
0,0.235492021554,3,3.06914985984,0.818197640397,199,Level: 3 adaptive: 0,200
0,0.235492021554,3,3.06914985984,0.818197640397,199,Level: 3 adaptive: 1,200
0,0.0236146515312,4,0.971898174321,0.0536353296382,1519,Level: 4 adaptive: 0,200
0,0.0236146515312,4,0.971898174321,0.0536353296382,1519,Level: 4 adaptive: 1,200
0,0.0246760482386,1,1.2167838322,0.0618240877954,1,Level: 1 adaptive: 0,300
0,0.0246760482386,1,1.2167838322,0.0618240877954,1,Level: 1 adaptive: 1,300
0,0.00873488336613,2,0.723942678648,0.0170051982875,19,Level: 2 adaptive: 0,300
0,0.00873488336613,2,0.723942678648,0.0170051982875,19,Level: 2 adaptive: 1,300
0,0.0194241945383,3,1.07956087012,0.0314986574491,199,Level: 3 adaptive: 0,300
0,0.0194241945383,3,1.07956087012,0.0314986574491,199,Level: 3 adaptive: 1,300
0,0.0151089626355,4,0.952122764213,0.0269147927975,1519,Level: 4 adaptive: 0,300
0,0.0151089626355,4,0.952122764213,0.0269147927975,1519,Level: 4 adaptive: 1,300
0,0.0185006684741,1,1.21657448515,0.0369755013128,1,Level: 1 adaptive: 0,400
0,0.0185006684741,1,1.21657448515,0.0369755013128,1,Level: 1 adaptive: 1,400
0,0.00598030637606,2,0.69168237659,0.00951707699381,19,Level: 2 adaptive: 0,400
0,0.00598030637606,2,0.69168237659,0.00951707699381,19,Level: 2 adaptive: 1,400
0,0.0108385601315,3,0.931173888443,0.0187364484973,199,Level: 3 adaptive: 0,400
0,0.0108385601315,3,0.931173888443,0.0187364484973,199,Level: 3 adaptive: 1,400
0,0.013780460801,4,1.04996993485,0.0232463099974,1519,Level: 4 adaptive: 0,400
0,0.013780460801,4,1.04996993485,0.0232463099974,1519,Level: 4 adaptive: 1,400
0,0.0224156520431,1,1.49718576146,0.0556657352029,1,Level: 1 adaptive: 0,500
0,0.0224156520431,1,1.49718576146,0.0556657352029,1,Level: 1 adaptive: 1,500
0,0.00613082931363,2,0.782996124744,0.0118977630282,19,Level: 2 adaptive: 0,500
0,0.00613082931363,2,0.782996124744,0.0118977630282,19,Level: 2 adaptive: 1,500
0,0.00581647327763,3,0.762658067395,0.0104739113937,199,Level: 3 adaptive: 0,500
0,0.00581647327763,3,0.762658067395,0.0104739113937,199,Level: 3 adaptive: 1,500
0,0.0241825068416,4,1.55507256556,0.0378206136488,1519,Level: 4 adaptive: 0,500
0,0.0241825068416,4,1.55507256556,0.0378206136488,1519,Level: 4 adaptive: 1,500
0,0.0184237031663,1,1.48689084332,0.0485137210349,1,Level: 1 adaptive: 0,600
0,0.0184237031663,1,1.48689084332,0.0485137210349,1,Level: 1 adaptive: 1,600
0,0.0064190139701,2,0.877656924095,0.0166115061246,19,Level: 2 adaptive: 0,600
0,0.0064190139701,2,0.877656924095,0.0166115061246,19,Level: 2 adaptive: 1,600
0,0.0058809535693,3,0.840068109332,0.0111478198495,199,Level: 3 adaptive: 0,600
0,0.0058809535693,3,0.840068109332,0.0111478198495,199,Level: 3 adaptive: 1,600
0,0.0258519652727,4,1.76131650555,0.0471404895922,1519,Level: 4 adaptive: 0,600
0,0.0258519652727,4,1.76131650555,0.0471404895922,1519,Level: 4 adaptive: 1,600
0,0.0219575959473,1,1.7533007251,0.0589230618717,1,Level: 1 adaptive: 0,700
0,0.0219575959473,1,1.7533007251,0.0589230618717,1,Level: 1 adaptive: 1,700
0,0.00534545960176,2,0.865080542058,0.0146927943768,19,Level: 2 adaptive: 0,700
0,0.00534545960176,2,0.865080542058,0.0146927943768,19,Level: 2 adaptive: 1,700
0,0.00487612583838,3,0.82623097096,0.00848176957148,199,Level: 3 adaptive: 0,700
0,0.00487612583838,3,0.82623097096,0.00848176957148,199,Level: 3 adaptive: 1,700
0,0.0685343874161,4,3.09754971522,0.157524748418,1519,Level: 4 adaptive: 0,700
0,0.0685343874161,4,3.09754971522,0.157524748418,1519,Level: 4 adaptive: 1,700
0,0.0311999459944,1,2.23427647329,0.0712567460715,1,Level: 1 adaptive: 0,800
0,0.0311999459944,1,2.23427647329,0.0712567460715,1,Level: 1 adaptive: 1,800
0,0.00579182484179,2,0.962648416965,0.0132497362691,19,Level: 2 adaptive: 0,800
0,0.00579182484179,2,0.962648416965,0.0132497362691,19,Level: 2 adaptive: 1,800
0,0.00418437673618,3,0.818229966323,0.00746777711585,199,Level: 3 adaptive: 0,800
0,0.00418437673618,3,0.818229966323,0.00746777711585,199,Level: 3 adaptive: 1,800
0,0.0665876641172,4,3.26405059072,0.135162998598,1519,Level: 4 adaptive: 0,800
0,0.0665876641172,4,3.26405059072,0.135162998598,1519,Level: 4 adaptive: 1,800
0,0.0241311814374,1,2.08413355108,0.0516445339,1,Level: 1 adaptive: 0,900
0,0.0241311814374,1,2.08413355108,0.0516445339,1,Level: 1 adaptive: 1,900
0,0.00561757370585,2,1.00556614255,0.0108302365707,19,Level: 2 adaptive: 0,900
0,0.00561757370585,2,1.00556614255,0.0108302365707,19,Level: 2 adaptive: 1,900
0,0.00534674559721,3,0.981027118636,0.00959206944131,199,Level: 3 adaptive: 0,900
0,0.00534674559721,3,0.981027118636,0.00959206944131,199,Level: 3 adaptive: 1,900
0,0.0915861235669,4,4.0602342595,0.170256685161,1519,Level: 4 adaptive: 0,900
0,0.0915861235669,4,4.0602342595,0.170256685161,1519,Level: 4 adaptive: 1,900
0,0.0256570606203,1,2.26526204313,0.0611048146387,1,Level: 1 adaptive: 0,1000
0,0.0256570606203,1,2.26526204313,0.0611048146387,1,Level: 1 adaptive: 1,1000
0,0.00572766987916,2,1.07029620939,0.0124438736808,19,Level: 2 adaptive: 0,1000
0,0.00572766987916,2,1.07029620939,0.0124438736808,19,Level: 2 adaptive: 1,1000
0,0.00441000525587,3,0.939149110191,0.00806497134292,199,Level: 3 adaptive: 0,1000
0,0.00441000525587,3,0.939149110191,0.00806497134292,199,Level: 3 adaptive: 1,1000
0,0.118030805408,4,4.85861719851,0.274834016661,1519,Level: 4 adaptive: 0,1000
0,0.118030805408,4,4.85861719851,0.274834016661,1519,Level: 4 adaptive: 1,1000
0,0.0207329846758,1,2.13570986528,0.045797508071,1,Level: 1 adaptive: 0,1100
0,0.0207329846758,1,2.13570986528,0.045797508071,1,Level: 1 adaptive: 1,1100
0,0.00473059611284,2,1.02016231298,0.009654758847,19,Level: 2 adaptive: 0,1100
0,0.00473059611284,2,1.02016231298,0.009654758847,19,Level: 2 adaptive: 1,1100
0,0.00467423698791,3,1.01406712664,0.00822581090611,199,Level: 3 adaptive: 0,1100
0,0.00467423698791,3,1.01406712664,0.00822581090611,199,Level: 3 adaptive: 1,1100
0,0.0635891178607,4,3.74026816276,0.211013772095,1519,Level: 4 adaptive: 0,1100
0,0.0635891178607,4,3.74026816276,0.211013772095,1519,Level: 4 adaptive: 1,1100
0,0.020408240652,1,2.21313753673,0.0527490729991,1,Level: 1 adaptive: 0,1200
0,0.020408240652,1,2.21313753673,0.0527490729991,1,Level: 1 adaptive: 1,1200
0,0.00598243702526,2,1.1982424154,0.0148962727839,19,Level: 2 adaptive: 0,1200
0,0.00598243702526,2,1.1982424154,0.0148962727839,19,Level: 2 adaptive: 1,1200
0,0.00491517813481,3,1.08611360011,0.0102006731464,199,Level: 3 adaptive: 0,1200
0,0.00491517813481,3,1.08611360011,0.0102006731464,199,Level: 3 adaptive: 1,1200
0,0.0534675770858,4,3.58220860651,0.120809502005,1519,Level: 4 adaptive: 0,1200
0,0.0534675770858,4,3.58220860651,0.120809502005,1519,Level: 4 adaptive: 1,1200
0,0.0203212139956,1,2.29858992403,0.0470938003105,1,Level: 1 adaptive: 0,1300
0,0.0203212139956,1,2.29858992403,0.0470938003105,1,Level: 1 adaptive: 1,1300
0,0.00551987122947,2,1.19798435702,0.0112833359327,19,Level: 2 adaptive: 0,1300
0,0.00551987122947,2,1.19798435702,0.0112833359327,19,Level: 2 adaptive: 1,1300
0,0.00472908732968,3,1.10885648563,0.0100328611338,199,Level: 3 adaptive: 0,1300
0,0.00472908732968,3,1.10885648563,0.0100328611338,199,Level: 3 adaptive: 1,1300
0,0.0364009144136,4,3.07640012799,0.120969306163,1519,Level: 4 adaptive: 0,1300
0,0.0364009144136,4,3.07640012799,0.120969306163,1519,Level: 4 adaptive: 1,1300
0,0.0275732886071,1,2.77858251812,0.0728739100715,1,Level: 1 adaptive: 0,1400
0,0.0275732886071,1,2.77858251812,0.0728739100715,1,Level: 1 adaptive: 1,1400
0,0.00692750726648,2,1.39273186027,0.0165891179847,19,Level: 2 adaptive: 0,1400
0,0.00692750726648,2,1.39273186027,0.0165891179847,19,Level: 2 adaptive: 1,1400
0,0.00480320604638,3,1.15969724195,0.00827426632057,199,Level: 3 adaptive: 0,1400
0,0.00480320604638,3,1.15969724195,0.00827426632057,199,Level: 3 adaptive: 1,1400
0,0.0314218629591,4,2.9661627785,0.0725895965087,1519,Level: 4 adaptive: 0,1400
0,0.0314218629591,4,2.9661627785,0.0725895965087,1519,Level: 4 adaptive: 1,1400
0,0.0227826326025,1,2.6143430878,0.0606263712038,1,Level: 1 adaptive: 0,1500
