,accuracy,level,L2Norm,RMSerror,grid_points,adaptive,train_data
0,0.0227826326025,1,2.6143430878,0.0606263712038,1,Level: 1 adaptive: 1,1500
0,0.00617044810051,2,1.36056401178,0.0138240034145,19,Level: 2 adaptive: 0,1500
0,0.00617044810051,2,1.36056401178,0.0138240034145,19,Level: 2 adaptive: 1,1500
0,0.00450478728894,3,1.16251287592,0.00754773525251,199,Level: 3 adaptive: 0,1500
0,0.00450478728894,3,1.16251287592,0.00754773525251,199,Level: 3 adaptive: 1,1500
0,0.0276676272595,4,2.88102207174,0.132908449937,1519,Level: 4 adaptive: 0,1500
0,0.0276676272595,4,2.88102207174,0.132908449937,1519,Level: 4 adaptive: 1,1500
0,0.0298829042286,1,0.773083491334,0.0699016112612,1,Level: 1 adaptive: 0,100
0,0.0298829042286,1,0.773083491334,0.0699016112612,1,Level: 1 adaptive: 1,100
0,0.00991171117626,2,0.445235020551,0.0139586353288,19,Level: 2 adaptive: 0,100
0,0.00991171117626,2,0.445235020551,0.0139586353288,19,Level: 2 adaptive: 1,100
0,0.0112828387481,3,0.475033446151,0.017612730373,199,Level: 3 adaptive: 0,100
0,0.0112828387481,3,0.475033446151,0.017612730373,199,Level: 3 adaptive: 1,100
0,0.0114742424907,4,0.479045770062,0.0224894099956,1519,Level: 4 adaptive: 0,100
0,0.0114742424907,4,0.479045770062,0.0224894099956,1519,Level: 4 adaptive: 1,100
0,0.0255749309594,1,1.01143325948,0.0543249761429,1,Level: 1 adaptive: 0,200
0,0.0255749309594,1,1.01143325948,0.0543249761429,1,Level: 1 adaptive: 1,200
0,0.00652911070661,2,0.511042491643,0.0125200955535,19,Level: 2 adaptive: 0,200
0,0.00652911070661,2,0.511042491643,0.0125200955535,19,Level: 2 adaptive: 1,200
0,0.0339918362726,3,1.16605036379,0.0514306521901,199,Level: 3 adaptive: 0,200
0,0.0339918362726,3,1.16605036379,0.0514306521901,199,Level: 3 adaptive: 1,200
0,0.00938677702248,4,0.612756950919,0.0139595960177,1519,Level: 4 adaptive: 0,200
0,0.00938677702248,4,0.612756950919,0.0139595960177,1519,Level: 4 adaptive: 1,200
0,0.0275079909164,1,1.28470987191,0.0733316915038,1,Level: 1 adaptive: 0,300
0,0.0275079909164,1,1.28470987191,0.0733316915038,1,Level: 1 adaptive: 1,300
0,0.00664053422962,2,0.631214744582,0.0129160424654,19,Level: 2 adaptive: 0,300
0,0.00664053422962,2,0.631214744582,0.0129160424654,19,Level: 2 adaptive: 1,300
0,0.00987741385202,3,0.769834288092,0.0183694163698,199,Level: 3 adaptive: 0,300
0,0.00987741385202,3,0.769834288092,0.0183694163698,199,Level: 3 adaptive: 1,300
0,0.0141958133424,4,0.922902378665,0.029078930181,1519,Level: 4 adaptive: 0,300
0,0.0141958133424,4,0.922902378665,0.029078930181,1519,Level: 4 adaptive: 1,300
0,0.0252065883315,1,1.42004474103,0.0661965734046,1,Level: 1 adaptive: 0,400
0,0.0252065883315,1,1.42004474103,0.0661965734046,1,Level: 1 adaptive: 1,400
0,0.00572459915537,2,0.676733280126,0.0148962734608,19,Level: 2 adaptive: 0,400
0,0.00572459915537,2,0.676733280126,0.0148962734608,19,Level: 2 adaptive: 1,400
0,0.00762806412549,3,0.781181880255,0.0123713348911,199,Level: 3 adaptive: 0,400
0,0.00762806412549,3,0.781181880255,0.0123713348911,199,Level: 3 adaptive: 1,400
0,0.0199086399107,4,1.26201869751,0.0331353504991,1519,Level: 4 adaptive: 0,400
0,0.0199086399107,4,1.26201869751,0.0331353504991,1519,Level: 4 adaptive: 1,400
0,0.0207033807544,1,1.43886694153,0.0592579336917,1,Level: 1 adaptive: 0,500
0,0.0207033807544,1,1.43886694153,0.0592579336917,1,Level: 1 adaptive: 1,500
0,0.00499014271987,2,0.706409422351,0.0113596932567,19,Level: 2 adaptive: 0,500
0,0.00499014271987,2,0.706409422351,0.0113596932567,19,Level: 2 adaptive: 1,500
0,0.00492539629774,3,0.701811676858,0.00901814307612,199,Level: 3 adaptive: 0,500
0,0.00492539629774,3,0.701811676858,0.00901814307612,199,Level: 3 adaptive: 1,500
0,0.0312795995006,4,1.76860395512,0.0722481577163,1519,Level: 4 adaptive: 0,500
0,0.0312795995006,4,1.76860395512,0.0722481577163,1519,Level: 4 adaptive: 1,500
0,0.0242269107999,1,1.70505990979,0.0553836035852,1,Level: 1 adaptive: 0,600
0,0.0242269107999,1,1.70505990979,0.0553836035852,1,Level: 1 adaptive: 1,600
0,0.00500366175384,2,0.774880255563,0.0100668011762,19,Level: 2 adaptive: 0,600
0,0.00500366175384,2,0.774880255563,0.0100668011762,19,Level: 2 adaptive: 1,600
0,0.00530422273795,3,0.797813717953,0.009024707358,199,Level: 3 adaptive: 0,600
0,0.00530422273795,3,0.797813717953,0.009024707358,199,Level: 3 adaptive: 1,600
0,0.0284860933633,4,1.84887295496,0.0490459298476,1519,Level: 4 adaptive: 0,600
0,0.0284860933633,4,1.84887295496,0.0490459298476,1519,Level: 4 adaptive: 1,600
0,0.0189194738448,1,1.6274908105,0.045121889976,1,Level: 1 adaptive: 0,700
0,0.0189194738448,1,1.6274908105,0.045121889976,1,Level: 1 adaptive: 1,700
0,0.00581840964847,2,0.902539390158,0.0102629091943,19,Level: 2 adaptive: 0,700
0,0.00581840964847,2,0.902539390158,0.0102629091943,19,Level: 2 adaptive: 1,700
0,0.00450802142355,3,0.79443250141,0.00829648891921,199,Level: 3 adaptive: 0,700
0,0.00450802142355,3,0.79443250141,0.00829648891921,199,Level: 3 adaptive: 1,700
0,0.0313116500773,4,2.09371225597,0.0676692032249,1519,Level: 4 adaptive: 0,700
0,0.0313116500773,4,2.09371225597,0.0676692032249,1519,Level: 4 adaptive: 1,700
0,0.0228051438586,1,1.91018926219,0.0473150727177,1,Level: 1 adaptive: 0,800
0,0.0228051438586,1,1.91018926219,0.0473150727177,1,Level: 1 adaptive: 1,800
0,0.00566180783922,2,0.951782146437,0.0101107807218,19,Level: 2 adaptive: 0,800
0,0.00566180783922,2,0.951782146437,0.0101107807218,19,Level: 2 adaptive: 1,800
0,0.00513745558096,3,0.90663823709,0.00922582221589,199,Level: 3 adaptive: 0,800
0,0.00513745558096,3,0.90663823709,0.00922582221589,199,Level: 3 adaptive: 1,800
0,0.0419277459849,4,2.59006551222,0.0996425776371,1519,Level: 4 adaptive: 0,800
0,0.0419277459849,4,2.59006551222,0.0996425776371,1519,Level: 4 adaptive: 1,800
0,0.0219331399151,1,1.98694871215,0.0400709642391,1,Level: 1 adaptive: 0,900
0,0.0219331399151,1,1.98694871215,0.0400709642391,1,Level: 1 adaptive: 1,900
0,0.00613742626917,2,1.05106456912,0.0108835703625,19,Level: 2 adaptive: 0,900
0,0.00613742626917,2,1.05106456912,0.0108835703625,19,Level: 2 adaptive: 1,900
0,0.00558174071108,3,1.00235389359,0.00923312824606,199,Level: 3 adaptive: 0,900
0,0.00558174071108,3,1.00235389359,0.00923312824606,199,Level: 3 adaptive: 1,900
0,0.126767752396,4,4.77683948142,0.364141532878,1519,Level: 4 adaptive: 0,900
0,0.126767752396,4,4.77683948142,0.364141532878,1519,Level: 4 adaptive: 1,900
0,0.0198076894157,1,1.99036124438,0.0407754562672,1,Level: 1 adaptive: 0,1000
0,0.0198076894157,1,1.99036124438,0.0407754562672,1,Level: 1 adaptive: 1,1000
0,0.00477961758796,2,0.977713412812,0.00919286350342,19,Level: 2 adaptive: 0,1000
0,0.00477961758796,2,0.977713412812,0.00919286350342,19,Level: 2 adaptive: 1,1000
0,0.00501444822889,3,1.00144378064,0.00894501495239,199,Level: 3 adaptive: 0,1000
0,0.00501444822889,3,1.00144378064,0.00894501495239,199,Level: 3 adaptive: 1,1000
0,0.0763152007105,4,3.90679410029,0.218582976667,1519,Level: 4 adaptive: 0,1000
0,0.0763152007105,4,3.90679410029,0.218582976667,1519,Level: 4 adaptive: 1,1000
0,0.0175215283033,1,1.96334821841,0.0298477860109,1,Level: 1 adaptive: 0,1100
0,0.0175215283033,1,1.96334821841,0.0298477860109,1,Level: 1 adaptive: 1,1100
0,0.00501406754417,2,1.05028322833,0.00887481989289,19,Level: 2 adaptive: 0,1100
0,0.00501406754417,2,1.05028322833,0.00887481989289,19,Level: 2 adaptive: 1,1100
0,0.00468332157615,3,1.01505209066,0.00815669504745,199,Level: 3 adaptive: 0,1100
0,0.00468332157615,3,1.01505209066,0.00815669504745,199,Level: 3 adaptive: 1,1100
0,0.082745858197,4,4.26662498977,0.21776666353,1519,Level: 4 adaptive: 0,1100
0,0.082745858197,4,4.26662498977,0.21776666353,1519,Level: 4 adaptive: 1,1100
0,0.0207266145917,1,2.23033349569,0.0442704849396,1,Level: 1 adaptive: 0,1200
0,0.0207266145917,1,2.23033349569,0.0442704849396,1,Level: 1 adaptive: 1,1200
0,0.00535054761769,2,1.13319522954,0.00985049526473,19,Level: 2 adaptive: 0,1200
0,0.00535054761769,2,1.13319522954,0.00985049526473,19,Level: 2 adaptive: 1,1200
0,0.00411579593833,3,0.9938767656,0.00673898854109,199,Level: 3 adaptive: 0,1200
0,0.00411579593833,3,0.9938767656,0.00673898854109,199,Level: 3 adaptive: 1,1200
0,0.058248134296,4,3.73892394026,0.158262178833,1519,Level: 4 adaptive: 0,1200
0,0.058248134296,4,3.73892394026,0.158262178833,1519,Level: 4 adaptive: 1,1200
0,0.0211381385589,1,2.34433701189,0.0642261249538,1,Level: 1 adaptive: 0,1300
0,0.0211381385589,1,2.34433701189,0.0642261249538,1,Level: 1 adaptive: 1,1300
0,0.00637978667577,2,1.28792256588,0.0151120729802,19,Level: 2 adaptive: 0,1300
0,0.00637978667577,2,1.28792256588,0.0151120729802,19,Level: 2 adaptive: 1,1300
0,0.00534601420962,3,1.17896721519,0.00950172033817,199,Level: 3 adaptive: 0,1300
0,0.00534601420962,3,1.17896721519,0.00950172033817,199,Level: 3 adaptive: 1,1300
0,0.0348957088814,4,3.01212289078,0.0827271179598,1519,Level: 4 adaptive: 0,1300
0,0.0348957088814,4,3.01212289078,0.0827271179598,1519,Level: 4 adaptive: 1,1300
0,0.0174241762975,1,2.20879364434,0.036606784563,1,Level: 1 adaptive: 0,1400
0,0.0174241762975,1,2.20879364434,0.036606784563,1,Level: 1 adaptive: 1,1400
0,0.00473409062347,2,1.15132331453,0.00827699360017,19,Level: 2 adaptive: 0,1400
0,0.00473409062347,2,1.15132331453,0.00827699360017,19,Level: 2 adaptive: 1,1400
0,0.00409525705523,3,1.07082770578,0.00747600716375,199,Level: 3 adaptive: 0,1400
0,0.00409525705523,3,1.07082770578,0.00747600716375,199,Level: 3 adaptive: 1,1400
0,0.0416351216997,4,3.41435705161,0.158081183871,1519,Level: 4 adaptive: 0,1400
0,0.0416351216997,4,3.41435705161,0.158081183871,1519,Level: 4 adaptive: 1,1400
0,0.0214194023956,1,2.53492025884,0.0520578537531,1,Level: 1 adaptive: 0,1500
0,0.0214194023956,1,2.53492025884,0.0520578537531,1,Level: 1 adaptive: 1,1500
0,0.00533725673559,2,1.26537623681,0.0109911772954,19,Level: 2 adaptive: 0,1500
0,0.00533725673559,2,1.26537623681,0.0109911772954,19,Level: 2 adaptive: 1,1500
0,0.00394497423398,3,1.0878843092,0.00682396171389,199,Level: 3 adaptive: 0,1500
0,0.00394497423398,3,1.0878843092,0.00682396171389,199,Level: 3 adaptive: 1,1500
0,0.0214495427703,4,2.53670314209,0.0582228542111,1519,Level: 4 adaptive: 0,1500
0,0.0214495427703,4,2.53670314209,0.0582228542111,1519,Level: 4 adaptive: 1,1500
0,0.0364994479455,1,0.854393913198,0.078668381115,1,Level: 1 adaptive: 0,100
0,0.0364994479455,1,0.854393913198,0.078668381115,1,Level: 1 adaptive: 1,100
0,0.0095745476922,2,0.437596793686,0.0229073846284,19,Level: 2 adaptive: 0,100
0,0.0095745476922,2,0.437596793686,0.0229073846284,19,Level: 2 adaptive: 1,100
0,0.0157353346575,3,0.560987248652,0.023242638773,199,Level: 3 adaptive: 0,100
0,0.0157353346575,3,0.560987248652,0.023242638773,199,Level: 3 adaptive: 1,100
0,0.0187742533403,4,0.612768363092,0.0314214510152,1519,Level: 4 adaptive: 0,100
0,0.0187742533403,4,0.612768363092,0.0314214510152,1519,Level: 4 adaptive: 1,100
0,0.0165760005376,1,0.814272694804,0.0244804172227,1,Level: 1 adaptive: 0,200
0,0.0165760005376,1,0.814272694804,0.0244804172227,1,Level: 1 adaptive: 1,200
0,0.00511127404185,2,0.452162538999,0.00926985097882,19,Level: 2 adaptive: 0,200
0,0.00511127404185,2,0.452162538999,0.00926985097882,19,Level: 2 adaptive: 1,200
0,0.145190443208,3,2.40989994156,0.300743145797,199,Level: 3 adaptive: 0,200
0,0.145190443208,3,2.40989994156,0.300743145797,199,Level: 3 adaptive: 1,200
0,0.012969016173,4,0.720250405706,0.0232182036427,1519,Level: 4 adaptive: 0,200
0,0.012969016173,4,0.720250405706,0.0232182036427,1519,Level: 4 adaptive: 1,200
0,0.0148605781432,1,0.944264098963,0.0229259870386,1,Level: 1 adaptive: 0,300
0,0.0148605781432,1,0.944264098963,0.0229259870386,1,Level: 1 adaptive: 1,300
0,0.00489501857415,2,0.541941984394,0.00997949074945,19,Level: 2 adaptive: 0,300
0,0.00489501857415,2,0.541941984394,0.00997949074945,19,Level: 2 adaptive: 1,300
0,0.00981764583564,3,0.767501628753,0.0227348402608,199,Level: 3 adaptive: 0,300
0,0.00981764583564,3,0.767501628753,0.0227348402608,199,Level: 3 adaptive: 1,300
0,0.0116790976905,4,0.837105645324,0.021534687922,1519,Level: 4 adaptive: 0,300
0,0.0116790976905,4,0.837105645324,0.021534687922,1519,Level: 4 adaptive: 1,300
0,0.028239803737,1,1.50305831522,0.0596754822649,1,Level: 1 adaptive: 0,400
0,0.028239803737,1,1.50305831522,0.0596754822649,1,Level: 1 adaptive: 1,400
0,0.00604638460112,2,0.695493183352,0.0123762877638,19,Level: 2 adaptive: 0,400
0,0.00604638460112,2,0.695493183352,0.0123762877638,19,Level: 2 adaptive: 1,400
0,0.00799530459971,3,0.799765195527,0.0164295564203,199,Level: 3 adaptive: 0,400
0,0.00799530459971,3,0.799765195527,0.0164295564203,199,Level: 3 adaptive: 1,400
0,0.0186567571912,4,1.22169577854,0.0404515605415,1519,Level: 4 adaptive: 0,400
0,0.0186567571912,4,1.22169577854,0.0404515605415,1519,Level: 4 adaptive: 1,400
0,0.0160777881866,1,1.26798218389,0.0316178886848,1,Level: 1 adaptive: 0,500
0,0.0160777881866,1,1.26798218389,0.0316178886848,1,Level: 1 adaptive: 1,500
0,0.00613035887571,2,0.782966083283,0.00996167998844,19,Level: 2 adaptive: 0,500
0,0.00613035887571,2,0.782966083283,0.00996167998844,19,Level: 2 adaptive: 1,500
0,0.00655903593274,3,0.809878752205,0.010815259622,199,Level: 3 adaptive: 0,500
0,0.00655903593274,3,0.809878752205,0.010815259622,199,Level: 3 adaptive: 1,500
0,0.0319000739547,4,1.78605918028,0.0827445985798,1519,Level: 4 adaptive: 0,500
0,0.0319000739547,4,1.78605918028,0.0827445985798,1519,Level: 4 adaptive: 1,500
0,0.0172522243863,1,1.43884221732,0.0312331881588,1,Level: 1 adaptive: 0,600
0,0.0172522243863,1,1.43884221732,0.0312331881588,1,Level: 1 adaptive: 1,600
0,0.0049908726865,2,0.773889347633,0.00825488674909,19,Level: 2 adaptive: 0,600
0,0.0049908726865,2,0.773889347633,0.00825488674909,19,Level: 2 adaptive: 1,600
0,0.00609591990531,3,0.855283805901,0.0112983460932,199,Level: 3 adaptive: 0,600
0,0.00609591990531,3,0.855283805901,0.0112983460932,199,Level: 3 adaptive: 1,600
0,0.0552863370714,4,2.57572522769,0.119837223011,1519,Level: 4 adaptive: 0,600
0,0.0552863370714,4,2.57572522769,0.119837223011,1519,Level: 4 adaptive: 1,600
0,0.0177758658656,1,1.57753644052,0.0396006468674,1,Level: 1 adaptive: 0,700
0,0.0177758658656,1,1.57753644052,0.0396006468674,1,Level: 1 adaptive: 1,700
0,0.0052377724427,2,0.856322452104,0.00910025447467,19,Level: 2 adaptive: 0,700
0,0.0052377724427,2,0.856322452104,0.00910025447467,19,Level: 2 adaptive: 1,700
0,0.00428818859966,3,0.774820239767,0.00744329322837,199,Level: 3 adaptive: 0,700
0,0.00428818859966,3,0.774820239767,0.00744329322837,199,Level: 3 adaptive: 1,700
0,0.0631196727124,4,2.9726678556,0.180719916504,1519,Level: 4 adaptive: 0,700
0,0.0631196727124,4,2.9726678556,0.180719916504,1519,Level: 4 adaptive: 1,700
0,0.0186413009685,1,1.72702291674,0.0354695585869,1,Level: 1 adaptive: 0,800
0,0.0186413009685,1,1.72702291674,0.0354695585869,1,Level: 1 adaptive: 1,800
0,0.00456696806213,2,0.854818629851,0.00865268377517,19,Level: 2 adaptive: 0,800
0,0.00456696806213,2,0.854818629851,0.00865268377517,19,Level: 2 adaptive: 1,800
0,0.00436536000268,3,0.835737758169,0.0109854444877,199,Level: 3 adaptive: 0,800
0,0.00436536000268,3,0.835737758169,0.0109854444877,199,Level: 3 adaptive: 1,800
0,0.0371782262943,4,2.43895801667,0.0827927983084,1519,Level: 4 adaptive: 0,800
0,0.0371782262943,4,2.43895801667,0.0827927983084,1519,Level: 4 adaptive: 1,800
0,0.0199998547896,1,1.89735970815,0.036823861383,1,Level: 1 adaptive: 0,900
0,0.0199998547896,1,1.89735970815,0.036823861383,1,Level: 1 adaptive: 1,900
0,0.00585732672581,2,1.02680027788,0.0102212741035,19,Level: 2 adaptive: 0,900
0,0.00585732672581,2,1.02680027788,0.0102212741035,19,Level: 2 adaptive: 1,900
0,0.00512535763947,3,0.960502147371,0.00987089684909,199,Level: 3 adaptive: 0,900
0,0.00512535763947,3,0.960502147371,0.00987089684909,199,Level: 3 adaptive: 1,900
0,0.0585606762647,4,3.24667856858,0.120734685922,1519,Level: 4 adaptive: 0,900
0,0.0585606762647,4,3.24667856858,0.120734685922,1519,Level: 4 adaptive: 1,900
0,0.0226059660304,1,2.1263097625,0.0504711627668,1,Level: 1 adaptive: 0,1000
0,0.0226059660304,1,2.1263097625,0.0504711627668,1,Level: 1 adaptive: 1,1000
0,0.0051965202881,2,1.01946263179,0.0102822755574,19,Level: 2 adaptive: 0,1000
0,0.0051965202881,2,1.01946263179,0.0102822755574,19,Level: 2 adaptive: 1,1000
0,0.00446665186127,3,0.945161558811,0.00796823233651,199,Level: 3 adaptive: 0,1000
0,0.00446665186127,3,0.945161558811,0.00796823233651,199,Level: 3 adaptive: 1,1000
0,0.0716352221324,4,3.78510824502,0.164313591845,1519,Level: 4 adaptive: 0,1000
0,0.0716352221324,4,3.78510824502,0.164313591845,1519,Level: 4 adaptive: 1,1000
0,0.0201372679617,1,2.10480377983,0.0486318364872,1,Level: 1 adaptive: 0,1100
0,0.0201372679617,1,2.10480377983,0.0486318364872,1,Level: 1 adaptive: 1,1100
0,0.00515994784043,2,1.06545226308,0.0102203720663,19,Level: 2 adaptive: 0,1100
0,0.00515994784043,2,1.06545226308,0.0102203720663,19,Level: 2 adaptive: 1,1100
0,0.00459283447025,3,1.00519828067,0.00781014628882,199,Level: 3 adaptive: 0,1100
0,0.00459283447025,3,1.00519828067,0.00781014628882,199,Level: 3 adaptive: 1,1100
0,0.0735206049771,4,4.02175746347,0.178572966314,1519,Level: 4 adaptive: 0,1100
0,0.0735206049771,4,4.02175746347,0.178572966314,1519,Level: 4 adaptive: 1,1100
0,0.0260277080761,1,2.49932989785,0.0582747990382,1,Level: 1 adaptive: 0,1200
0,0.0260277080761,1,2.49932989785,0.0582747990382,1,Level: 1 adaptive: 1,1200
0,0.00599510970892,2,1.19951087121,0.0117153644203,19,Level: 2 adaptive: 0,1200
0,0.00599510970892,2,1.19951087121,0.0117153644203,19,Level: 2 adaptive: 1,1200
0,0.00493387114363,3,1.08817694998,0.00886911965234,199,Level: 3 adaptive: 0,1200
0,0.00493387114363,3,1.08817694998,0.00886911965234,199,Level: 3 adaptive: 1,1200
0,0.0574996408205,4,3.71482352164,0.114003834364,1519,Level: 4 adaptive: 0,1200
0,0.0574996408205,4,3.71482352164,0.114003834364,1519,Level: 4 adaptive: 1,1200
0,0.023022769312,1,2.44661399104,0.0498294950472,1,Level: 1 adaptive: 0,1300
0,0.023022769312,1,2.44661399104,0.0498294950472,1,Level: 1 adaptive: 1,1300
0,0.00497920354835,2,1.13780179406,0.00958223548554,19,Level: 2 adaptive: 0,1300
0,0.00497920354835,2,1.13780179406,0.00958223548554,19,Level: 2 adaptive: 1,1300
0,0.0047054584684,3,1.10608281868,0.00797814175116,199,Level: 3 adaptive: 0,1300
0,0.0047054584684,3,1.10608281868,0.00797814175116,199,Level: 3 adaptive: 1,1300
0,0.0419145876598,4,3.30118051484,0.0950280049846,1519,Level: 4 adaptive: 0,1300
0,0.0419145876598,4,3.30118051484,0.0950280049846,1519,Level: 4 adaptive: 1,1300
0,0.0225670580519,1,2.51371761631,0.0644444098104,1,Level: 1 adaptive: 0,1400
0,0.0225670580519,1,2.51371761631,0.0644444098104,1,Level: 1 adaptive: 1,1400
0,0.00653730483247,2,1.35293952307,0.01523214385,19,Level: 2 adaptive: 0,1400
0,0.00653730483247,2,1.35293952307,0.01523214385,19,Level: 2 adaptive: 1,1400
0,0.00483059292314,3,1.16299871818,0.0090112838015,199,Level: 3 adaptive: 0,1400
0,0.00483059292314,3,1.16299871818,0.0090112838015,199,Level: 3 adaptive: 1,1400
0,0.0337111499932,4,3.07231541319,0.089267428666,1519,Level: 4 adaptive: 0,1400
0,0.0337111499932,4,3.07231541319,0.089267428666,1519,Level: 4 adaptive: 1,1400
0,0.0203337172199,1,2.4698411216,0.0474119464148,1,Level: 1 adaptive: 0,1500
0,0.0203337172199,1,2.4698411216,0.0474119464148,1,Level: 1 adaptive: 1,1500
0,0.0048275428659,2,1.20343793349,0.00964949434957,19,Level: 2 adaptive: 0,1500
0,0.0048275428659,2,1.20343793349,0.00964949434957,19,Level: 2 adaptive: 1,1500
0,0.00424867882857,3,1.12898345806,0.00737481126965,199,Level: 3 adaptive: 0,1500
0,0.00424867882857,3,1.12898345806,0.00737481126965,199,Level: 3 adaptive: 1,1500
0,0.0268637237146,4,2.83885841746,0.0851730749766,1519,Level: 4 adaptive: 0,1500
0,0.0268637237146,4,2.83885841746,0.0851730749766,1519,Level: 4 adaptive: 1,1500
0,0.0216550422704,1,0.658103977657,0.0270295846518,1,Level: 1 adaptive: 0,100
0,0.0216550422704,1,0.658103977657,0.0270295846518,1,Level: 1 adaptive: 1,100
0,0.00605366302268,2,0.347955831182,0.00847424491872,19,Level: 2 adaptive: 0,100
0,0.00605366302268,2,0.347955831182,0.00847424491872,19,Level: 2 adaptive: 1,100
0,0.0212449242785,3,0.651842377856,0.0440782177085,199,Level: 3 adaptive: 0,100
0,0.0212449242785,3,0.651842377856,0.0440782177085,199,Level: 3 adaptive: 1,100
0,0.0122587655604,4,0.495151806226,0.0228417271926,1519,Level: 4 adaptive: 0,100
0,0.0122587655604,4,0.495151806226,0.0228417271926,1519,Level: 4 adaptive: 1,100
0,0.00950354195534,1,0.616556305793,0.0176624670023,1,Level: 1 adaptive: 0,200
0,0.00950354195534,1,0.616556305793,0.0176624670023,1,Level: 1 adaptive: 1,200
0,0.00557957780595,2,0.472422599203,0.00861822042274,19,Level: 2 adaptive: 0,200
0,0.00557957780595,2,0.472422599203,0.00861822042274,19,Level: 2 adaptive: 1,200
0,0.145175476222,3,2.40977572584,0.299898388679,199,Level: 3 adaptive: 0,200
0,0.145175476222,3,2.40977572584,0.299898388679,199,Level: 3 adaptive: 1,200
0,0.0179862923687,4,0.848204983921,0.0401614588264,1519,Level: 4 adaptive: 0,200
0,0.0179862923687,4,0.848204983921,0.0401614588264,1519,Level: 4 adaptive: 1,200
0,0.0161462881814,1,0.984264847936,0.0279609735375,1,Level: 1 adaptive: 0,300
0,0.0161462881814,1,0.984264847936,0.0279609735375,1,Level: 1 adaptive: 1,300
0,0.00547143828354,2,0.572962736146,0.00979843816922,19,Level: 2 adaptive: 0,300
0,0.00547143828354,2,0.572962736146,0.00979843816922,19,Level: 2 adaptive: 1,300
0,0.00899871950391,3,0.734794644942,0.0145552507286,199,Level: 3 adaptive: 0,300
0,0.00899871950391,3,0.734794644942,0.0145552507286,199,Level: 3 adaptive: 1,300
0,0.00937207629387,4,0.749883042635,0.0155417510478,1519,Level: 4 adaptive: 0,300
0,0.00937207629387,4,0.749883042635,0.0155417510478,1519,Level: 4 adaptive: 1,300
0,0.0250836672496,1,1.4165780529,0.0578778574526,1,Level: 1 adaptive: 0,400
0,0.0250836672496,1,1.4165780529,0.0578778574526,1,Level: 1 adaptive: 1,400
0,0.00463606187587,2,0.60900324307,0.00906499829202,19,Level: 2 adaptive: 0,400
0,0.00463606187587,2,0.60900324307,0.00906499829202,19,Level: 2 adaptive: 1,400
0,0.00811622097793,3,0.805790095642,0.0164300968635,199,Level: 3 adaptive: 0,400
0,0.00811622097793,3,0.805790095642,0.0164300968635,199,Level: 3 adaptive: 1,400
0,0.0184430961729,4,1.2146800788,0.0321516142641,1519,Level: 4 adaptive: 0,400
0,0.0184430961729,4,1.2146800788,0.0321516142641,1519,Level: 4 adaptive: 1,400
0,0.0232826342242,1,1.52586481132,0.0653592628286,1,Level: 1 adaptive: 0,500
0,0.0232826342242,1,1.52586481132,0.0653592628286,1,Level: 1 adaptive: 1,500
0,0.00574996890714,2,0.7582854942,0.0146472214508,19,Level: 2 adaptive: 0,500
0,0.00574996890714,2,0.7582854942,0.0146472214508,19,Level: 2 adaptive: 1,500
0,0.0064810556814,3,0.805050040768,0.0131127245936,199,Level: 3 adaptive: 0,500
0,0.0064810556814,3,0.805050040768,0.0131127245936,199,Level: 3 adaptive: 1,500
0,0.0212559716969,4,1.45794278684,0.0409336971019,1519,Level: 4 adaptive: 0,500
0,0.0212559716969,4,1.45794278684,0.0409336971019,1519,Level: 4 adaptive: 1,500
0,0.019543485133,1,1.53141053149,0.0340514004019,1,Level: 1 adaptive: 0,600
0,0.019543485133,1,1.53141053149,0.0340514004019,1,Level: 1 adaptive: 1,600
0,0.00409633469293,2,0.701113516595,0.0067597466173,19,Level: 2 adaptive: 0,600
0,0.00409633469293,2,0.701113516595,0.0067597466173,19,Level: 2 adaptive: 1,600
0,0.00413082592186,3,0.704059024957,0.00649704790879,199,Level: 3 adaptive: 0,600
0,0.00413082592186,3,0.704059024957,0.00649704790879,199,Level: 3 adaptive: 1,600
0,0.0308615407837,4,1.92441806634,0.0544884795724,1519,Level: 4 adaptive: 0,600
0,0.0308615407837,4,1.92441806634,0.0544884795724,1519,Level: 4 adaptive: 1,600
0,0.0156871534603,1,1.48195866489,0.0247248984698,1,Level: 1 adaptive: 0,700
0,0.0156871534603,1,1.48195866489,0.0247248984698,1,Level: 1 adaptive: 1,700
0,0.0047258228917,2,0.813397322862,0.00880237356333,19,Level: 2 adaptive: 0,700
0,0.0047258228917,2,0.813397322862,0.00880237356333,19,Level: 2 adaptive: 1,700
0,0.00550726750888,3,0.878075994003,0.0107785398026,199,Level: 3 adaptive: 0,700
0,0.00550726750888,3,0.878075994003,0.0107785398026,199,Level: 3 adaptive: 1,700
0,0.0318595572056,4,2.11195123258,0.0762891096083,1519,Level: 4 adaptive: 0,700
0,0.0318595572056,4,2.11195123258,0.0762891096083,1519,Level: 4 adaptive: 1,700
0,0.0262308605941,1,2.04864289105,0.0593505510857,1,Level: 1 adaptive: 0,800
0,0.0262308605941,1,2.04864289105,0.0593505510857,1,Level: 1 adaptive: 1,800
0,0.00525260046533,2,0.916742098113,0.0119465878049,19,Level: 2 adaptive: 0,800
0,0.00525260046533,2,0.916742098113,0.0119465878049,19,Level: 2 adaptive: 1,800
